_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,explain_your_choice_optional,vote_for_your_preferred_candidate,what_sound_does_a_kitty_cat_make,which_statement_would_candidate_a_agree_with_more,defense_a,defense_b,govt_jobs_a,govt_jobs_b,gun_control_a,gun_control_b,healthcare_a,healthcare_b,ideology_a,ideology_b,party_affiliation_a,party_affiliation_b,uuid_a,uuid_b
626163238,12/15/2014 08:53:42,1502682060,12/15/2014 08:52:38,false,treasuretrooper,0.8371,2731688,USA,"","",172.56.11.158,I agree with the democrat because the views reflect mine.,Candidate B,meow,The government should provide health care for all citizens.,4,2,4,2,4,1,3,2,Slightly liberal,Liberal,Other,Democrat,3,5
626163238,12/15/2014 09:07:24,1502684085,12/15/2014 09:06:57,false,instagc,0.8426,20602057,USA,VA,Richmond,71.176.222.78,,Candidate A,meow,The government should provide health care for all citizens.,4,2,4,2,4,1,3,2,Slightly liberal,Liberal,Other,Democrat,3,5
626163238,12/15/2014 09:12:38,1502685565,12/15/2014 09:11:45,false,listia,0.7026,26868784,USA,CA,Oakley,50.136.169.0,gun control  stance,Candidate A,meow,Candidate A would be indifferent between the two statements above.,4,2,4,2,4,1,3,2,Slightly liberal,Liberal,Other,Democrat,3,5
626163238,12/15/2014 09:14:59,1502686394,12/15/2014 09:14:22,false,gifthunterclub,0.7771,29610072,USA,"","",66.85.148.53,"the ""to"" seems closer to the desire of the founding fathers and thus make government truly is the people, by the people and for the people",Candidate B,meow,Candidate A would be indifferent between the two statements above.,4,2,4,2,4,1,3,2,Slightly liberal,Liberal,Other,Democrat,3,5
626163238,12/15/2014 09:20:04,1502688374,12/15/2014 09:19:01,false,prodege,0.758,2034278,USA,NJ,Toms River,24.0.73.168,Health care should not be mandated.,Candidate A,meow,The government should provide health care for all citizens.,4,2,4,2,4,1,3,2,Slightly liberal,Liberal,Other,Democrat,3,5
626163238,12/15/2014 09:20:16,1502688436,12/15/2014 09:19:35,false,prodege,0.8253,11998178,USA,MD,Baltimore,74.61.233.31,I tend to always vote straight democrat,Candidate B,meow,The government should provide health care for all citizens.,4,2,4,2,4,1,3,2,Slightly liberal,Liberal,Other,Democrat,3,5
626163238,12/15/2014 09:30:29,1502692676,12/15/2014 09:30:11,false,fusioncash,0.6662,22139728,USA,NY,Watertown,66.67.91.242,,Candidate B,meow,All citizens should purchase private health insurance.,4,2,4,2,4,1,3,2,Slightly liberal,Liberal,Other,Democrat,3,5
626163238,12/15/2014 09:38:07,1502695991,12/15/2014 09:37:56,false,tremorgames,0.7331,27879633,USA,CA,Grass Valley,108.196.131.76,,Candidate A,meow,The government should provide health care for all citizens.,4,2,4,2,4,1,3,2,Slightly liberal,Liberal,Other,Democrat,3,5
626163238,12/15/2014 09:55:50,1502708244,12/15/2014 09:55:28,false,instagc,0.6951,15777392,USA,CO,Fort Collins,209.169.202.16,,Candidate A,meow,Candidate A would be indifferent between the two statements above.,4,2,4,2,4,1,3,2,Slightly liberal,Liberal,Other,Democrat,3,5
626163238,12/15/2014 10:12:07,1502725515,12/15/2014 10:10:54,false,prodege,0.7737,28774264,USA,NY,New York,74.66.16.163,"B strikes me as the sort of Elizabeth Warren Democrat who probably wouldn't actually win in today's political climate (though they're probably more likely than a third-party candidate), but theirs are most in line with my views.",Candidate B,meow,Candidate A would be indifferent between the two statements above.,4,2,4,2,4,1,3,2,Slightly liberal,Liberal,Other,Democrat,3,5
626163238,12/15/2014 10:15:20,1502728533,12/15/2014 10:13:30,false,instagc,0.6755,18175286,USA,NC,High Point,174.98.149.102,,Candidate B,meow,Candidate A would be indifferent between the two statements above.,4,2,4,2,4,1,3,2,Slightly liberal,Liberal,Other,Democrat,3,5
626163238,12/15/2014 10:18:33,1502731217,12/15/2014 10:16:37,false,prodege,0.8141,1868071,USA,TX,Austin,70.113.70.60,We are the only industrialized national that does not private health insurance for all its citizens.  We have more guns than any other nation. We spend way too much money on militarizing this country.,Candidate B,meow,The government should provide health care for all citizens.,4,2,4,2,4,1,3,2,Slightly liberal,Liberal,Other,Democrat,3,5
626163238,12/15/2014 10:21:22,1502733603,12/15/2014 10:20:39,false,instagc,0.7923,14107845,USA,GA,Perry,71.28.7.23,,Candidate A,meow,The government should provide health care for all citizens.,4,2,4,2,4,1,3,2,Slightly liberal,Liberal,Other,Democrat,3,5
626163238,12/15/2014 10:24:53,1502736300,12/15/2014 10:23:00,false,prodege,0.6944,5188798,USA,PA,Clearfield,207.255.234.94,,Candidate A,meow,Candidate A would be indifferent between the two statements above.,4,2,4,2,4,1,3,2,Slightly liberal,Liberal,Other,Democrat,3,5
626163238,12/15/2014 10:37:49,1502747146,12/15/2014 10:37:02,false,neodev,0.8017,21925500,USA,VA,Manassas,162.210.196.171,Has better policies,Candidate A,meow,The government should provide health care for all citizens.,4,2,4,2,4,1,3,2,Slightly liberal,Liberal,Other,Democrat,3,5
626163242,12/15/2014 05:44:26,1502648729,12/15/2014 05:42:08,false,treasuretrooper,0.8333,27609278,USA,MD,Hagerstown,24.89.18.59,Candidate A is interested in the Government creating jobs and raising the standard of living.,Candidate A,meow,The government should provide health care for all citizens.,4,4,6,4,4,4,6,3,Slightly conservative,Slightly liberal,Republican,Other,4,3
626163242,12/15/2014 05:44:51,1502648781,12/15/2014 05:42:26,false,tremorgames,0.7778,22323391,USA,MD,Baltimore,108.12.171.207,We are one of the only developed nations without a proper socialized healthcare system.,Candidate B,meow,All citizens should purchase private health insurance.,4,4,6,4,4,4,6,3,Slightly conservative,Slightly liberal,Republican,Other,4,3
626163242,12/15/2014 05:49:09,1502649563,12/15/2014 05:48:41,false,instagc,0.8241,21319315,USA,PA,Lebanon,75.75.152.22,,Candidate B,meow,The government should provide health care for all citizens.,4,4,6,4,4,4,6,3,Slightly conservative,Slightly liberal,Republican,Other,4,3
626163242,12/15/2014 05:49:27,1502649690,12/15/2014 05:48:57,false,instagc,0.75,15021999,USA,IN,Greenfield,73.168.254.240,,Candidate B,meow,All citizens should purchase private health insurance.,4,4,6,4,4,4,6,3,Slightly conservative,Slightly liberal,Republican,Other,4,3
626163242,12/15/2014 05:51:33,1502650038,12/15/2014 05:50:32,false,instagc,0.7111,13864884,USA,AZ,Scottsdale,71.223.50.193,We need free health care.,Candidate B,meow,The government should provide health care for all citizens.,4,4,6,4,4,4,6,3,Slightly conservative,Slightly liberal,Republican,Other,4,3
626163242,12/15/2014 05:54:26,1502650621,12/15/2014 05:54:07,false,bitcoinget,0.7222,21743413,USA,WA,Lynnwood,67.183.5.219,,Candidate A,meow,All citizens should purchase private health insurance.,4,4,6,4,4,4,6,3,Slightly conservative,Slightly liberal,Republican,Other,4,3
626163242,12/15/2014 05:54:57,1502650688,12/15/2014 05:54:05,false,instagc,0.7937,22349887,USA,CA,Vallejo,50.79.45.62,,Candidate B,meow,All citizens should purchase private health insurance.,4,4,6,4,4,4,6,3,Slightly conservative,Slightly liberal,Republican,Other,4,3
626163242,12/15/2014 05:59:05,1502651246,12/15/2014 05:58:13,false,instagc,0.7654,24123748,USA,CA,San Francisco,107.203.250.25,,Candidate B,meow,All citizens should purchase private health insurance.,4,4,6,4,4,4,6,3,Slightly conservative,Slightly liberal,Republican,Other,4,3
626163242,12/15/2014 05:59:11,1502651257,12/15/2014 05:58:48,false,neodev,0.5448,26012376,USA,NY,New York,192.241.136.154,,Candidate A,meow,The government should provide health care for all citizens.,4,4,6,4,4,4,6,3,Slightly conservative,Slightly liberal,Republican,Other,4,3
626163242,12/15/2014 06:03:51,1502652272,12/15/2014 06:01:42,false,clixsense,0.7611,19294877,USA,MA,Boston,96.233.20.2,"It is close.These are ""border party member"". They are both middle of the road.",Candidate B,meow,All citizens should purchase private health insurance.,4,4,6,4,4,4,6,3,Slightly conservative,Slightly liberal,Republican,Other,4,3
626163242,12/15/2014 06:04:26,1502652444,12/15/2014 06:00:05,false,meprizescf,0.7074,20102110,USA,TX,Dallas,71.21.217.183,Candidate A prefers to let the private sector take care of health care. Candidate also prefers that each person get ahead on their own.,Candidate A,meow,All citizens should purchase private health insurance.,4,4,6,4,4,4,6,3,Slightly conservative,Slightly liberal,Republican,Other,4,3
626163242,12/15/2014 06:07:02,1502653087,12/15/2014 06:04:28,false,meprizescf,0.7074,20102110,USA,TX,Dallas,71.21.217.183,Candidate prefers that health care be taken care of with a private health care plan. He also believes that a govt should let each person get ahead on their  own.,Candidate A,meow,All citizens should purchase private health insurance.,4,4,6,4,4,4,6,3,Slightly conservative,Slightly liberal,Republican,Other,4,3
626163242,12/15/2014 06:10:40,1502654129,12/15/2014 06:09:21,false,clixsense,0.612,12427530,USA,IL,Bloomington,50.106.207.206,,Candidate A,meow,Candidate A would be indifferent between the two statements above.,4,4,6,4,4,4,6,3,Slightly conservative,Slightly liberal,Republican,Other,4,3
626163242,12/15/2014 06:15:18,1502655123,12/15/2014 06:14:37,false,tremorgames,0.7532,16788282,USA,OH,North Ridgeville,174.100.68.248,"I generally prefer liberal candidates, all else being equal.",Candidate B,meow,All citizens should purchase private health insurance.,4,4,6,4,4,4,6,3,Slightly conservative,Slightly liberal,Republican,Other,4,3
626163242,12/15/2014 06:27:04,1502657586,12/15/2014 06:25:52,false,neodev,0.2389,12153090,USA,IL,Chicago,98.228.38.115,i am liitle repubclican,Candidate A,moo,Candidate A would be indifferent between the two statements above.,4,4,6,4,4,4,6,3,Slightly conservative,Slightly liberal,Republican,Other,4,3
626163242,12/15/2014 06:30:52,1502658172,12/15/2014 06:30:00,false,clixsense,0.7174,9289735,USA,IL,Chicago,69.210.240.165,,Candidate B,meow,All citizens should purchase private health insurance.,4,4,6,4,4,4,6,3,Slightly conservative,Slightly liberal,Republican,Other,4,3
626163242,12/15/2014 06:31:03,1502658215,12/15/2014 06:28:49,false,clixsense,0.6473,6340793,USA,MO,Saint Louis,70.242.133.240,The government has taken too much on itself and has gotten too large. A reduction in the size and scope of it will benefit the entire nation.,Candidate A,meow,All citizens should purchase private health insurance.,4,4,6,4,4,4,6,3,Slightly conservative,Slightly liberal,Republican,Other,4,3
626163242,12/15/2014 07:02:23,1502663714,12/15/2014 07:01:02,false,neodev,0.5985,30895482,USA,NY,New York,107.170.17.131,,Candidate A,meow,All citizens should purchase private health insurance.,4,4,6,4,4,4,6,3,Slightly conservative,Slightly liberal,Republican,Other,4,3
626163242,12/15/2014 07:05:58,1502664304,12/15/2014 07:03:33,false,neodev,0.7354,14561763,USA,CA,Laguna Niguel,68.231.222.171,I am more conservative then liberal in my choices,Candidate A,meow,All citizens should purchase private health insurance.,4,4,6,4,4,4,6,3,Slightly conservative,Slightly liberal,Republican,Other,4,3
626163242,12/15/2014 07:09:38,1502664899,12/15/2014 07:08:42,false,elite,0.7135,30898464,USA,"","",64.134.178.169,,Candidate B,meow,All citizens should purchase private health insurance.,4,4,6,4,4,4,6,3,Slightly conservative,Slightly liberal,Republican,Other,4,3
626163242,12/15/2014 07:11:08,1502665209,12/15/2014 07:09:28,false,elite,0.6223,30502785,USA,CA,San Rafael,173.167.113.209,,Candidate A,meow,The government should provide health care for all citizens.,4,4,6,4,4,4,6,3,Slightly conservative,Slightly liberal,Republican,Other,4,3
626163242,12/15/2014 07:24:56,1502668129,12/15/2014 07:22:26,false,clixsense,0.6562,6363498,USA,GA,Fort Valley,23.125.3.6,,Candidate B,meow,All citizens should purchase private health insurance.,4,4,6,4,4,4,6,3,Slightly conservative,Slightly liberal,Republican,Other,4,3
626163242,12/15/2014 07:30:28,1502668901,12/15/2014 07:30:03,false,points4rewards,0.7379,20113482,USA,"","",72.168.136.210,,Candidate A,meow,All citizens should purchase private health insurance.,4,4,6,4,4,4,6,3,Slightly conservative,Slightly liberal,Republican,Other,4,3
626163242,12/15/2014 07:46:19,1502671098,12/15/2014 07:44:44,false,clixsense,0.6332,11106820,USA,MA,Taunton,108.49.222.138,,Candidate B,meow,The government should provide health care for all citizens.,4,4,6,4,4,4,6,3,Slightly conservative,Slightly liberal,Republican,Other,4,3
626163242,12/15/2014 07:48:08,1502671372,12/15/2014 07:46:26,false,clixsense,0.5139,6540435,USA,NJ,Middletown,68.84.233.229,im a dem,Candidate B,meow,Candidate A would be indifferent between the two statements above.,4,4,6,4,4,4,6,3,Slightly conservative,Slightly liberal,Republican,Other,4,3
626163243,12/15/2014 05:46:58,1502649144,12/15/2014 05:46:11,false,treasuretrooper,0.8333,27609278,USA,MD,Hagerstown,24.89.18.59,Candidate B is far too liberal,Candidate A,meow,All citizens should purchase private health insurance.,4,2,6,2,4,1,6,2,Slightly conservative,Liberal,Republican,Democrat,4,5
626163243,12/15/2014 05:47:23,1502649224,12/15/2014 05:46:22,false,tremorgames,0.7778,22323391,USA,MD,Baltimore,108.12.171.207,,Candidate B,meow,All citizens should purchase private health insurance.,4,2,6,2,4,1,6,2,Slightly conservative,Liberal,Republican,Democrat,4,5
626163243,12/15/2014 05:49:52,1502649784,12/15/2014 05:49:36,false,instagc,0.8241,21319315,USA,PA,Lebanon,75.75.152.22,,Candidate A,meow,All citizens should purchase private health insurance.,4,2,6,2,4,1,6,2,Slightly conservative,Liberal,Republican,Democrat,4,5
626163243,12/15/2014 05:50:11,1502649843,12/15/2014 05:49:55,false,instagc,0.75,15021999,USA,IN,Greenfield,73.168.254.240,,Candidate B,meow,All citizens should purchase private health insurance.,4,2,6,2,4,1,6,2,Slightly conservative,Liberal,Republican,Democrat,4,5
626163243,12/15/2014 05:52:01,1502650162,12/15/2014 05:51:48,false,instagc,0.7111,13864884,USA,AZ,Scottsdale,71.223.50.193,We need free health care.,Candidate A,meow,The government should provide health care for all citizens.,4,2,6,2,4,1,6,2,Slightly conservative,Liberal,Republican,Democrat,4,5
626163243,12/15/2014 05:54:55,1502650683,12/15/2014 05:54:44,false,bitcoinget,0.7222,21743413,USA,WA,Lynnwood,67.183.5.219,,Candidate B,meow,All citizens should purchase private health insurance.,4,2,6,2,4,1,6,2,Slightly conservative,Liberal,Republican,Democrat,4,5
626163243,12/15/2014 05:55:46,1502650827,12/15/2014 05:55:27,false,instagc,0.7937,22349887,USA,CA,Vallejo,50.79.45.62,,Candidate B,meow,All citizens should purchase private health insurance.,4,2,6,2,4,1,6,2,Slightly conservative,Liberal,Republican,Democrat,4,5
626163243,12/15/2014 05:59:30,1502651299,12/15/2014 05:59:21,false,neodev,0.5448,26012376,USA,NY,New York,192.241.136.154,,Candidate A,meow,All citizens should purchase private health insurance.,4,2,6,2,4,1,6,2,Slightly conservative,Liberal,Republican,Democrat,4,5
626163243,12/15/2014 06:00:09,1502651481,12/15/2014 05:59:37,false,instagc,0.7654,24123748,USA,CA,San Francisco,107.203.250.25,,Candidate B,meow,All citizens should purchase private health insurance.,4,2,6,2,4,1,6,2,Slightly conservative,Liberal,Republican,Democrat,4,5
626163243,12/15/2014 06:08:23,1502653609,12/15/2014 06:05:22,false,clixsense,0.7611,19294877,USA,MA,Boston,96.233.20.2,Candidate A is not slightly..he IS Conservative.,Candidate A,meow,All citizens should purchase private health insurance.,4,2,6,2,4,1,6,2,Slightly conservative,Liberal,Republican,Democrat,4,5
626163243,12/15/2014 06:12:48,1502654603,12/15/2014 06:11:47,false,clixsense,0.612,12427530,USA,IL,Bloomington,50.106.207.206,,Candidate A,meow,Candidate A would be indifferent between the two statements above.,4,2,6,2,4,1,6,2,Slightly conservative,Liberal,Republican,Democrat,4,5
626163243,12/15/2014 06:16:12,1502655298,12/15/2014 06:15:53,false,tremorgames,0.7532,16788282,USA,OH,North Ridgeville,174.100.68.248,"I prefer liberal candidates, all else being equal.",Candidate B,meow,All citizens should purchase private health insurance.,4,2,6,2,4,1,6,2,Slightly conservative,Liberal,Republican,Democrat,4,5
626163243,12/15/2014 06:28:31,1502657811,12/15/2014 06:27:59,false,neodev,0.2389,12153090,USA,IL,Chicago,98.228.38.115,good program,Candidate A,bark,The government should provide health care for all citizens.,4,2,6,2,4,1,6,2,Slightly conservative,Liberal,Republican,Democrat,4,5
626163243,12/15/2014 06:32:35,1502658455,12/15/2014 06:31:34,false,clixsense,0.7174,9289735,USA,IL,Chicago,69.210.240.165,,Candidate B,meow,All citizens should purchase private health insurance.,4,2,6,2,4,1,6,2,Slightly conservative,Liberal,Republican,Democrat,4,5
626163243,12/15/2014 06:32:58,1502658499,12/15/2014 06:32:09,false,clixsense,0.6473,6340793,USA,MO,Saint Louis,70.242.133.240,,Candidate A,meow,All citizens should purchase private health insurance.,4,2,6,2,4,1,6,2,Slightly conservative,Liberal,Republican,Democrat,4,5
626163243,12/15/2014 07:05:52,1502664283,12/15/2014 07:05:09,false,neodev,0.5985,30895482,USA,NY,New York,107.170.17.131,Because i prefer Republican,Candidate A,meow,The government should provide health care for all citizens.,4,2,6,2,4,1,6,2,Slightly conservative,Liberal,Republican,Democrat,4,5
